tr,filename,title,author,pubLocation,pubDate,mainGenre
TR00495,grey.truegentlewomans.xml,"A True Gentlewoman's Delight, 1653","Grey, Elizabeth, Countess of Kent",London,1653,G.non-fiction
TR00153,grymeston.miscellanea.xml,"Miscellanea, Meditations, Memoratives, 1604","Grymeston, Elizabeth (Bernye)",London,1604,G.non-fiction
TR00154,hands.deathamnon.xml,"The Death of Amnon, 1789","Hands, Elizabeth",Coventry,1789,G.verse
TR00155,haywood.bath-intrigues.xml,"Bath-Intrigues, 1725","Haywood, Eliza (Fowler)",London,1725,G.fiction
TR00417,haywood.eovaai.xml,"Adventures of Eovaai, Princess of Ijaveo, 1736","Haywood, Eliza (Fowler)",London,1736,G.fiction
TR00529,haywood.fairhebrew.xml,"The Fair Hebrew, 1729","Haywood, Eliza (Fowler)",London,1729,G.fiction
TR00669.01,haywood.love01.xml,"Love in Excess (vol. 1), 1719","Haywood, Eliza (Fowler)",London,1719,G.fiction
TR00669.02,haywood.love02.xml,"Love in Excess (vol. 2), 1719","Haywood, Eliza (Fowler)",London,1719,G.fiction
TR00525,haywood.recluse.xml,"The British Recluse, 1722","Haywood, Eliza (Fowler)",London,1722,G.fiction.novel
TR00261,haywood.spectator.xml,"The Female Spectator, 1745-46","Haywood, Eliza (Fowler)",London,1745,G.non-fiction
TR00261.01,haywood.spectator01.xml,"The Female Spectator (vol. 1), 1745","Haywood, Eliza (Fowler)",London,1745,G.non-fiction
TR00261.02,haywood.spectator02.xml,"The Female Spectator (vol. 2), 1745","Haywood, Eliza (Fowler)",London,1745,G.non-fiction
TR00261.03,haywood.spectator03.xml,"The Female Spectator (vol. 3), 1745","Haywood, Eliza (Fowler)",London,1745,G.non-fiction
TR00261.04,haywood.spectator04.xml,"The Female Spectator (vol. 4), 1745","Haywood, Eliza (Fowler)",London,1745,G.non-fiction.essay
TR00291,hemans.hymns.xml,"Hymns on the Works of Nature, for the Use of Children, 1827","Hemans, Felicia Dorothea (Browne)",Boston,1827,G.verse
TR00151,holford.anjou.xml,"Margaret of Anjou, 1816","Hodson, Margaret (Holford)",Philadelphia,1816,G.verse.narrative
TR00150,holford.gresford.xml,"Gresford Vale; and Other Poems, 1798","Holford, Margaret (Wrench)",London,1798,G.verse
TR00149,holford.poems.xml,"Poems, 1811","Hodson, Margaret (Holford)",London,1811,G.verse
TR00533,holley.texas.xml,"Texas, 1831","Holley, Mary Austin",Baltimore,1833,G.non-fiction
TR00148,instone.poems.xml,"Poems on Several Occasions, 1797","Instone, Sarah",Bridgnorth,1797,G.verse
TR00450,jocelin.legacie.xml,"The Mother's Legacy to her Unborn Child, 1624","Jocelin, Elizabeth",London,1624,G.non-fiction.other
TR00147,johnson.sonnets.xml,"Original Sonnets, and Other Poems, 1810","Johnson, Mary F.",London,1810,G.verse
TR00165,jones-a.amaria.xml,"The Poems of Anna Maria, 1793","Jones, Anna Maria",Calcutta,1793,G.verse
TR00146,jones-m.miscellanies.xml,"Miscellanies in Prose and Verse, 1750","Jones, Mary",Oxford,1750,G.verse
TR00379,jones-s.sions.xml,"To Sion's Lovers, 1644","Jones, Sarah",London,1644,G.non-fiction
TR00537,judson.account.xml,"Account of the American Baptist Mission to the Burman Empire, 1827","Judson, Ann H.",London,1827,G.non-fiction.letter
TR00226,kilham.claims.xml,"The Claims of West Africa to Christian Instruction, Through the Native Languages, 1830","Kilham, Hannah",London,1830,G.non-fiction
TR00225,kilham.memoir.xml,"Memoir of the Late Hannah Kilham, 1837","Kilham, Hannah",London,1837,G.non-fiction
TR00476,killigrew.poems.xml,"Poems by Mrs. Anne Killigrew, 1686","Killigrew, Anne",London,1686,G.verse
TR00265,lanyer.salvedeus.xml,"Salve Deus Rex Judaeorum, 1611","Lanyer, Aemilia (Bassano)",London,1611,G.verse
TR00266,leapor.poems.xml,"Poems Upon Several Occasions, 1748-51","Leapor, Mary",London,1748,G.verse
TR00267,leapor.poems2.xml,"Poems Upon Several Occasions (vol. 2), 1751","Leapor, Mary",London,1751,G.verse
TR00229,lee.life.xml,"The Life and Religious Experience of Jarena Lee, 1836","Lee, Jarena",Philadelphia,1836,G.non-fiction.other
TR00411,leigh.mother.xml,"The Mother's Blessing, 1616","Leigh, Dorothy (Kemp)",London,1616,G.non-fiction
TR00640.01,lennox.eliza01.xml,"The History of Eliza (vol. 1), 1767","Lennox, Charlotte (Ramsay)",London,1767,G.fiction
TR00640.02,lennox.eliza02.xml,"The History of Eliza (vol. 2), 1767","Lennox, Charlotte (Ramsay)",London,1767,G.fiction
TR00268,lennox.museum.xml,"The Lady's Museum, 1760-61","Lennox, Charlotte (Ramsay)",London,1760-1761,G.non-fiction.essay
TR00156,leonard.millerdream.xml,"The Miller and His Golden Dream, 1822","Leonard, Eliza Lucy","Wellington, Salop",1822,G.verse.narrative
TR00157,lickbarrow.effusions.xml,"Poetical Effusions, 1814","Lickbarrow, Isabella",Kendal,1814,G.verse
TR00158,lickbarrow.lament.xml,"A Lament Upon the Death of Her Royal Highness the Princess Charlotte, and Alfred, a Vision, 1818","Lickbarrow, Isabella",Liverpool,1818,G.verse
TR00159,liddiard.sgelaighe.xml,"The Sgelaighe or, A Tale of Old, 1811","Liddiard, J. S. Anna",London (printed in Bath),1811,G.verse
TR00161,liddiard.theodore.xml,"Mont St. Jean, a Poem, and Theodore and Laura, a Tale, 1816","Liddiard, J. S. Anna",London,1816,G.verse
TR00481,lilburne.knights.xml,"To the Chosen and Betrusted Knights, 1646","Lilburne, Elizabeth",London,1646,G.non-fiction
TR00163,little.poeticalworks.xml,"The Poetical Works of Janet Little, The Scotch Milkmaid, 1792","Little, Janet",Air,1792,G.verse.lyric
TR00382.01,locke.epistle.xml,"Sermons of John Calvin (Introductory Epistle), 1560","Locke, Anne (Vaughan)",London,1560,G.non-fiction
TR00497,locke.markes.xml,"Of the Marks of the Children of God (Dedicatory Epistle), 1590","Locke, Anne (Vaughan)",London,1590,G.non-fiction
TR00382,locke.meditation.xml,"A Meditation of a Penitent Sinner, 1560","Locke, Anne (Vaughan)",London,1560,G.verse
TR00431,love.name1651.xml,"Love's Name Lives, 1651","Love, Mary (Stone)",London,1651,G.non-fiction
TR00482,love.name1663.xml,"Love's Name Lives, 1663","Love, Mary (Stone)",London,1663,G.non-fiction
TR00413,makin.essays.xml,"An Essay to Revive the Ancient Education of Gentlewomen, 1673","Makin, Bathsua (Reynolds)",London,1673,G.non-fiction.other
TR00498,man.argenis.xml,"An Epitome of the History of Fair Argenis and Polyarchus, 1640","Man, Judith",London,1640,G.fiction
TR00427,manley.letters.xml,"Letters Written by Mrs. Manley, 1696","Manley, Delarivier",London,1696,G.non-fiction
TR00166,maxwell.feudal.xml,"Feudal Tales, 1810","Maxwell, Caroline",London,1810,G.verse
TR00167,melvill.godliedream.xml,"A Godly Dream, 1606","Melvill, Elizabeth",Edinburgh,1606,G.verse
TR00530,moise.fancysketch.xml,"Fancy's Sketch Book, 1833","Moise, Penina","Charleston, S.C.",1833,G.verse
TR00169,montague.essay.xml,"An Original Essay on Woman, 1771","Montague, Mary Seymour",London,1771,G.verse.other
TR00698,mortimer.job.xml,"The History of Job, in Language Adapted to Children, 1842","Mortimer, Favell (Lee)",London,1842,G.fiction
TR00300,morton.ouabi.xml,"Ouabi, 1790","Morton, Sarah Wentworth",Boston,1790,G.verse
TR00380,munda.worming.xml,"The Worming of a Mad Dog, 1617","Munda, Constantia",London,1617,G.non-fiction
TR00173,murray.desultory.xml,"Desultory Thoughts, 1784","Murray, Judith (Sargent)",Boston,1784,G.non-fiction
TR00172,murray.equality.xml,"On the Equality of the Sexes, 1790","Murray, Judith (Sargent)",Boston,1790,G.non-fiction.essay
TR00196,murray.gleaner.xml,"The Gleaner, 1798","Murray, Judith (Sargent)",Boston,1798,G.non-fiction.essay
TR00175,nooth.poemsplay.xml,"Original Poems and a Play, 1815","Nooth, Charlotte",London,1815,G.drama.mixed
TR00176,oneill.poetical.xml,"Poetical Essays; Being a Collection of Satirical Poems, Songs and Acrostics, 1802","O'Neill, Frances (Carroll)",London,1802,G.verse
TR00616,osborn.evidence.xml,"The Nature, Certainty, and Evidence of True Christianity, 1755","Osborn, Sarah (Haggar)",Boston,1755,G.non-fiction
TR00694,osborn.letters.xml,"Familiar Letters, 1807","Osborn, Sarah (Haggar)","Newport, RI",1807,G.non-fiction
TR00477,owen.antipurg.xml,"An Antidote Against Purgatory, 1634","Owen, Jane",Saint-Omer,1634,G.non-fiction
TR00177,owenson.irishharp.xml,"The Lay of an Irish Harp, 1807","Owenson, Sydney",London,1807,G.verse.lyric
TR00178,owenson.poems.xml,"Poems, 1801","Owenson, Sydney",Dublin and London,1801,G.verse
TR00434,parr-k.lament.xml,"The Lamentation of a Sinner, 1548","Parr, Katharine",London,1548,G.non-fiction
TR00375,parr-k.prayers.xml,"Prayers Stirring the Mind unto Heavenly Meditations, 1545","Parr, Katharine",London,1545,G.non-fiction
TR00499,parr-s.apologie.xml,"Susanna's Apology Against the Elders, 1659","Parr, Susanna",Oxford,1659,G.non-fiction
TR00595,pennington.advice.xml,"An Unfortunate Mother's Advice to her Absent Daughters, 1773","Pennington, Sarah, Lady",London,1773,G.non-fiction
TR00365,philips-j.female.xml,"Female Poems on Several Occasions, 1679","Philips, Joan",London,1679,G.verse
TR00270,philips-k.poems1664.xml,"Poems, 1664","Philips, Katherine (Fowler)",London,1664,G.verse
TR00271,philips-k.poems1667.xml,"Poems by the Most Deservedly Admired Mrs. Katherine Philips, the Matchless Orinda, to which is added Monsieur Corneille's Pompey and Horace, Tragedies, 1667","Philips, Katherine (Fowler)",London,1667,G.verse
TR00184,philips-k.pompey.xml,"Pompey, 1663","Philips, Katherine (Fowler)",Dublin,1663,G.drama
TR00180,philips.1697letters.xml,"Letters by the Late Celebrated Mrs. Katherine Philips, 1697","Philips, Katherine (Fowler)",London,1697,G.non-fiction.letter
TR00181,philips.1705letters.xml,"Letters by the Late Celebrated Mrs. Katherine Philips, 1705","Philips, Katherine (Fowler)",London,1705,G.non-fiction.letter
TR00179,philips.denham-horace.xml,"Conclusion to Katherine Philips' Horace, 1669","Denham, John",London,1669,G.drama.prose
TR00183,philips.letters.xml,"Letters From Orinda to Poliarchus, 1705","Philips, Katherine (Fowler)",London,1705,G.non-fiction.letter
TR00185,pindar.mousiad.xml,"The Mousiad. An Heroi-Comic Poem, 1787","Pindar, Polly",London,1787,G.verse.narrative
TR00471,pix.beau.xml,"The Beau Defeated, 1700","Pix, Mary (Griffith)",London,1700,G.drama
TR00472,pix.deceiver.xml,"The Deceiver Deceived, 1698","Pix, Mary (Griffith)",London,1698,G.drama
TR00709,pix.falsefriend.xml,"The False Friend, 1699","Pix, Mary (Griffith)",London,1699,G.drama
TR00474,pix.innocent.xml,"The Innocent Mistress, 1697","Pix, Mary (Griffith)",London,1697,G.drama
TR00531,plato.essays.xml,"Essays, 1841","Plato, Ann",Hartford,1841,G.non-fiction
TR00500,poole.vision.xml,"A Vision, 1648","Poole, Elizabeth",London,1648,G.non-fiction
TR00186,prescott.poems.xml,"Poems, 1799","Prescott, Rachel",London,1799,G.verse.lyric
TR00272,primrose.chaine.xml,"A Chain of Pearl, 1630","Primrose, Diana",London,1630,G.verse
TR00532,prince.narrativelife.xml,"A Narrative of the Life and Travels of Mrs. Nancy Prince, 1850","Prince, Nancy (Gardener)",Boston,1850,G.non-fiction
TR00675,prince.westindies.xml,"The West Indies, 1841","Prince, Nancy (Gardener)",Boston,1841,G.non-fiction
TR00187,quigley.poems.xml,"Poems, 1813","Quigley, Catherine",Dublin,1813,G.verse
TR00407,rm.mother.xml,"The Mother's Counsel or, Live Within Compass, 1630","R., M.",London,1630,G.non-fiction
TR00190,robinson.poetical.xml,"The Poetical Works of the Late Mrs. Mary Robinson, 1824","Robinson, Mary (Darby)",London,1824,G.verse
TR00296,robinson.reflections.xml,"Impartial Reflections on the Present Situation of the Queen of France, 1791","Robinson, Mary (Darby)",London,1791,G.non-fiction
TR00193,robinson.sappho-phaon.xml,"Sappho and Phaon (prefatory material), 1796","Robinson, Mary (Darby)",London,1796,G.non-fiction
TR00192,robinson.thoughts.xml,"Thoughts on the Condition of Women, 1799","Robinson, Mary (Darby)",London,1799,G.non-fiction
TR00400,roper.devout1526.xml,"A Devout Treatise Upon the Pater Noster, 1526","Roper, Margaret (More)",London,1526,G.non-fiction
TR00401,roper.devout1531.xml,"A Devout Treatise Upon the Pater Noster, 1531","Roper, Margaret (More)",London,1531,G.non-fiction
TR00195,roscoe.poems.xml,"Poems, 1821","Roscoe, Jane Elizabeth",London,1821,G.verse.lyric
TR00518,rowe.friendship.xml,"Friendship in Death, 1728","Rowe, Elizabeth (Singer)",London,1728,G.fiction
TR00519,rowe.poems.xml,"Poems on Several Occasions, 1696","Rowe, Elizabeth (Singer)",London,1696,G.verse
TR00602,rowson.inquisitor.xml,"The Inquisitor; or Invisible Rambler, 1794","Rowson, Susanna (Haswell)",Philadelphia,1794,G.fiction
TR00592,rowson.present.xml,"A Present for Young Ladies, 1811","Rowson, Susanna (Haswell)",Boston,1811,G.non-fiction.other
TR00303,royall.alabama.xml,"Letters from Alabama, 1830","Royall, Anne Newport","Washington, DC",1830,G.non-fiction
TR00501,russell.reconcil.xml,"A Way of Reconciliation (introductory material), 1605","Russell, Elizabeth",London,1605,G.non-fiction
TR00273,ryves.hastiniad.xml,"The Hastiniad, 1784","Ryves, Eliza",London,1785,G.verse
TR00302,sanders.aborigine.xml,"Conversations Principally on the Aborigines of North America, 1829","Sanders, Elizabeth Elkins","Salem, Massachusetts",1829,G.non-fiction
TR00201,scott.advocate.xml,"The Female Advocate, 1774","Scott, Mary",London,1774,G.verse
TR00202,sharp.midwives.xml,"The Midwives Book, 1671","Sharp, Jane",London,1671,G.non-fiction
TR00626.01,sheridan.eugenia01.xml,"Eugenia and Adelaide, a Novel (vol. 1), 1791","Sheridan, Frances (Chamberlaine)",London,1791,G.fiction
TR00626.02,sheridan.eugenia02.xml,"Eugenia and Adelaide, a Novel (vol. 2), 1791","Sheridan, Frances (Chamberlaine)",London,1791,G.fiction
TR00204,sidney.antonie.xml,"The Tragedie of Antony, 1595","Sidney, Mary, Countess of Pembroke",London,1595,G.drama
TR00440.02,sidney.antonius.xml,"Antonius, 1592","Sidney, Mary, Countess of Pembroke",London,1592,G.drama.prose
TR00405,sidney.clorinda.xml,"The Doleful Lay of the Fair Clorinda, 1595","Sidney, Mary, Countess of Pembroke",London,1595,G.verse
TR00440.01,sidney.discourse.xml,"A Discourse of Life and Death, 1592","Sidney, Mary, Countess of Pembroke",London,1592,G.non-fiction
TR00409,sidney.shepherds.xml,"Dialogue Between Two Shepherds In Praise of Astrea, 1602","Sidney, Mary, Countess of Pembroke",London,1602,G.verse
TR00299,sigourney.aborigines.xml,"Traits of the Aborigines of America, 1822","Sigourney, Lydia Howard","Cambridge, Massachusetts",1822,G.verse
TR00621,sigourney.connecticut.xml,"Sketch of Connecticut, Forty Years Since, 1824","Sigourney, Lydia Howard",Hartford,1824,G.non-fiction
TR00714,simmons.jerusalem.xml,"When the Lord Jesus Came to Jerusalem, 1655","Simmons, Martha (Calvert)",[s.l.],1655,G.non-fiction
TR00713,simmons.lostsheep.xml,"A Lamentation for the Lost Sheep of the House of Israel, 1655","Simmons, Martha (Calvert)",London,1655,G.non-fiction
TR00276,smith.beachy.xml,"Beachy Head: With Other Poems, 1807","Smith, Charlotte (Turner)",London,1807,G.verse
TR00206,smith.conversations.xml,"Conversations Introducing Poetry, 1819","Smith, Charlotte (Turner)",London,1819,G.fiction
TR00663,smith.darcy.xml,"D'Arcy, 1796","Smith, Charlotte",Philadelphia,1796,G.fiction
TR00208,smith.desmond.xml,"Desmond, 1792","Smith, Charlotte (Turner)",Dublin,1792,G.fiction.novel
TR00275,smith.emigrants.xml,"The Emigrants, 1793","Smith, Charlotte (Turner)",London,1793,G.verse.other
TR00447,smith.manor.xml,"The Old Manor House, 1793","Smith, Charlotte (Turner)",London,1793,G.fiction
TR00274,smith.sonnets.xml,"Elegiac Sonnets, 1797","Smith, Charlotte (Turner)",London,1797,G.verse
TR00210,smith.whatisshe.xml,"What Is She?, 1799","Smith, Charlotte (Turner)",London,1799,G.drama.prose
TR00211,sotheby.patient.xml,"Patient Griselda, 1798","Sotheby, Eliza",Bristol,1798,G.verse.narrative
TR00399,sowernam.haman.xml,"Esther Hath Hang'd Haman, 1617","Sowernam, Ester",London,1617,G.non-fiction
TR00277,speght.mortmemo.xml,"Mortalities Memorandum, 1621","Speght, Rachel",London,1621,G.verse
TR00231,speght.movzell.xml,"A Muzzle for Melastomus, 1617","Speght, Rachel",London,1617,G.non-fiction
TR00508,stagg.petition.xml,"A True Copy of the Petition, 1641","Stagg, Anne",London,1641,G.non-fiction
TR00679,stewart.meditations.xml,"Meditations from the Pen of Mrs. Maria W. Stewart, 1832","Stewart, Maria W. (Miller)",Boston,1832,G.non-fiction
TR00678,stewart.religion.xml,"Religion and the Pure Principles of Morality, 1831","Stewart, Maria W. (Miller)",Boston,1831,G.non-fiction
TR00606,stone.midwifery.xml,"A Complete Practice of Midwifery, 1737","Stone, Sarah",London,1737,G.non-fiction
TR00502,sutcliffe.meditations.xml,"Meditations of Man's Mortality, 1634","Sutcliffe, Alice (Woodhouse)",London,1634,G.non-fiction
TR00503,tattle.revenge.xml,"The Womens Sharp Revenge, 1640","Tattle-well, Mary",London,1640,G.non-fiction
TR00214,taylor.essays.xml,"Essays in Rhyme, 1816","Taylor, Jane",London,1816,G.verse
TR00213,taylor.poems.xml,"Poems by Ellen Taylor, the Irish Cottager, 1792","Taylor, Ellen",London,1792,G.verse.lyric
TR00513,tollet.poems.xml,"Poems on Several Occasions, with Anne Boleyn to Henry VIII, 1756","Tollet, Elizabeth",London,1756,G.verse
TR00504,trapnel.stone.xml,"The Cry of a Stone, 1654","Trapnel, Anna",London,1654,G.non-fiction
TR00505,trapnel.strange.xml,"Strange and Wonderful News, 1654","Trapnel, Anna",London,1654,G.non-fiction
TR00717,trench.thoughts.xml,"Thoughts of a Parent on Education, 1837","Trench, Melesina (Chenevix)",London,1837,G.non-fiction
TR00609,trimmer.fabulous.xml,"Fabulous Histories, 1786","Trimmer, Sarah",London,1786,G.fiction
TR00506.01,tyler.intro.xml,"The Mirror of Princely Deeds and Knighthood (introductory material), 1578","Tyler, Margaret",London,1578,G.non-fiction
TR00237,unknown.brideling.xml,"The Bridling, Saddling, and Riding of a Rich Churl in Hampshire, 1595",[unknown],London,1595,G.non-fiction.other
TR00232,unknown.changingscenes.xml,"Changing Scenes, 1825",[unknown],New York,1825,G.fiction
TR00483,unknown.elizas.xml,"Eliza's Babes, 1652",[unknown],London,1652,G.verse
TR00008,unknown.femalewits.xml,"The Female Wits, 1704",[unknown],London,1704,G.drama
TR00410,unknown.fortunate.xml,"The Fortunate Transport, 1750",[unknown],London,1750,G.fiction
TR00676,unknown.memoir.xml,"Memoir of Mrs. Chloe Spear, 1832",[unknown],Boston,1832,G.non-fiction
TR00238,unknown.swetnam.xml,"Swetnam, the Woman-Hater, Arraigned by Women, 1620",[unknown],London,1620,G.drama
TR00005,unknown.tears.xml,"England's Tears: A Poem, 1774",[unknown],London,1774,G.verse
TR00492,unknown.witchcrafts.xml,"The Wonderful Discoverie of the Witchcrafts of Margaret and Phillip Flower, 1619",[unknown],London,1619,G.non-fiction
TR00437.02,various.lampvirginity.xml,"The First Lamp of Virginity, 1582",[various],London,1582,G.non-fiction
TR00515.01,various.loveletters1.xml,"Letters of Love and Gallantry (vol. 1), 1693",[various],London,1693,G.fiction
TR00515.02,various.loveletters2.xml,"Letters of Love and Gallantry (vol. 2), 1694",[various],London,1694,G.fiction.letter
TR00437,various.matrones.xml,"The Monument of Matrons (excerpts), 1582",[various],London,1582,G.non-fiction
TR00323,waite.yearlymeet.xml,"Epistle from the Womens Yearly Meeting at York, and an Epistle from Mary Waite, 1688","Waite, Mary",York,1688,G.non-fiction
TR00608,wakefield.mental.xml,"Mental Improvement, 1794","Wakefield, Priscilla",London,1794,G.non-fiction
TR00446,warren.adulateur.xml,"The Adulateur, 1773","Warren, Mercy (Otis)",Boston,1773,G.drama
TR00719,warren.blockheads.xml,"The Blockheads: or, the Affrighted Officers, 1776","Warren, Mercy (Otis)",Boston,1776,G.drama
TR00129,warren.group.xml,"The Group, 1775","Warren, Mercy (Otis)",Boston,1775,G.drama
TR00216,weamys.arcadia.xml,"A Continuation of Sir Philip Sydney's Arcadia, 1651","Weamys, Anna",London,1651,G.fiction
TR00217,west.poems-tragedy.xml,"Miscellaneous Poems, and a Tragedy, 1791","West, Jane (Iliffe)",York,1791,G.verse
TR00408,wheathill.hearbs.xml,"A Handful of Wholesome (Though Homely) Herbs, 1584","Wheathill, Anne",London,1584,G.non-fiction
TR00516,wheatley.poems.xml,"Poems on Various Subjects, Religious and Moral, 1773","Wheatley, Phillis",London,1773,G.verse
TR00279,whitney.copy.xml,"The Copy of a Letter, 1567","Whitney, Isabella",London,1567,G.verse
TR00280,whitney.nosegay.xml,"A Sweet Nosegay, or Pleasant Posy, 1573","Whitney, Isabella",London,1573,G.verse
TR00521,whitrow.humbleaddress.xml,"The Humble Address of the Widow Whitrowe to King William, 1689","Whitrow, Joan",London,1689,G.non-fiction
TR00522,whitrow.humblesalutation.xml,"The Humble Salutation and Faithful Greeting of the Widow Whitrowe to King William, 1690","Whitrow, Joan",London,1690,G.non-fiction
TR00524,whitrow.humblethanksgiving.xml,"The Widow Whitrow's Humble Thanksgiving, 1694","Whitrow, Joan",London,1694,G.non-fiction.other
TR00523,whitrow.toking.xml,"To King William and Queen Mary, 1692","Whitrow, Joan",London,1692,G.non-fiction
TR00520,whitrow.work.xml,"The Work of God in a Dying Maid, 1677","Whitrow, Joan",s.l.,1677,G.non-fiction
TR00220,williams.fallriver.xml,"Fall River, 1833","Williams, Catherine Read (Arnold)",Boston,1833,G.non-fiction.other
TR00281,williams.farewell.xml,"A Farewell, for Two Years, to England, 1791","Williams, Helen Maria",London,1791,G.verse
TR00685,williams.poems.xml,"Original Poems, 1828","Williams, Catherine Read (Arnold)",Providence,1828,G.verse
TR00724,williams.slavetrade.xml,"A Poem on the Bill Lately Passed for Regulating the Slave Trade, 1788","Williams, Helen Maria",London,1788,G.verse
TR00412,wolley.cook.xml,"The Cook's Guide: or, Rare Receipts for Cookery, 1664","Woolley, Hannah",London,1664,G.non-fiction
TR00222,wollstonecraft.poetry.xml,"On Poetry, and our Relish for the Beauties of Nature, 1798","Wollstonecraft, Mary",London,1798,G.non-fiction.other
TR00223,wroth.urania.xml,"The Countess of Montgomery's Urania, 1621","Wroth, Lady Mary (Sidney)",London,1621,G.fiction
TR00282,yearsley.goodwin.xml,"Earl Goodwin, an Historical Play, 1791","Yearsley, Ann (Cromartie)",London,1791,G.drama.prose
TR00228,yearsley.poems.xml,"Poems on Various Subjects, 1787","Yearsley, Ann (Cromartie)",London,1787,G.verse
